scenariu,sectiune,mod,imagine,det_scenariu,clase_gasite,confidence_medie,preprocess_ms,inferenta_ms,total_ms,fps,decizie,motiv_decizie
persoane,5.7.1,CPU+FPGA,coco_000000434230_person.jpg,0,,,0.3,29.78,30.08,33.24,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000437351_person.jpg,1,person,0.646,0.31,31.48,31.79,31.46,emergency_stop,PERICOL CRITIC: person la distanță 1.00
persoane,5.7.1,CPU+FPGA,coco_000000441491_person.jpg,0,,,0.31,29.21,29.52,33.88,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000447465_person.jpg,0,,,0.38,29.6,29.97,33.37,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000459195_person.jpg,3,person;person;person,0.71,0.3,31.88,32.18,31.07,emergency_stop,PERICOL CRITIC: person la distanță 1.00
persoane,5.7.1,CPU+FPGA,coco_000000481480_person.jpg,0,,,0.31,31.5,31.81,31.44,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000490936_person.jpg,1,person,0.756,0.31,31.88,32.19,31.06,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000492758_person.jpg,0,,,0.36,31.29,31.65,31.59,emergency_stop,PERICOL CRITIC: unknown la distanță 0.83
persoane,5.7.1,CPU+FPGA,coco_000000497568_person.jpg,0,,,0.32,32.16,32.47,30.79,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000504389_person.jpg,1,person,0.657,0.3,30.27,30.58,32.7,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000512836_person.jpg,0,,,0.37,33.04,33.4,29.94,stop,"Pericol înalt (balanced): unknown, oprire preventivă"
persoane,5.7.1,CPU+FPGA,coco_000000516173_person.jpg,1,person,0.878,0.38,30.55,30.93,32.33,stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000527528_person.jpg,0,,,0.35,29.5,29.84,33.51,stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000529939_person.jpg,1,person,0.8,0.31,30.13,30.44,32.85,emergency_stop,PERICOL CRITIC: person la distanță 0.93
persoane,5.7.1,CPU+FPGA,coco_000000548780_person.jpg,3,person;person;person,0.628,0.32,29.72,30.04,33.29,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000551215_person.jpg,1,person,0.9,0.31,31.28,31.59,31.66,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000553788_person.jpg,1,person,0.642,0.33,30.78,31.11,32.14,emergency_stop,PERICOL CRITIC: person la distanță 1.00
persoane,5.7.1,CPU+FPGA,coco_000000559543_person.jpg,1,person,0.839,0.32,32.86,33.19,30.13,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000561223_person.jpg,1,person,0.912,0.35,32.51,32.86,30.43,emergency_stop,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000563604_person.jpg,3,person;person;person,0.557,0.31,32.04,32.35,30.91,continue,"Obstacol îndepărtat: person, precauție"
persoane,5.7.1,CPU+FPGA,coco_000000563648_person.jpg,0,,,0.31,31.04,31.35,31.9,continue,Menținere decizie anterioară (reaction time)
persoane,5.7.1,CPU+FPGA,coco_000000576955_person.jpg,1,person,0.495,0.32,30.98,31.3,31.94,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000008899_bicycle.jpg,0,,,0.36,30.67,31.03,32.23,continue,"Obstacol îndepărtat: unknown, precauție"
vehicule,5.7.2,CPU,coco_000000009891_car.jpg,1,truck,0.5,0.31,29.56,29.87,33.48,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000013348_truck.jpg,0,,,0.31,30.64,30.95,32.31,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000026204_bus_car.jpg,4,bus;car;truck;truck,0.639,0.32,29.2,29.52,33.88,stop,"Pericol înalt (balanced): vehicle, oprire preventivă"
vehicule,5.7.2,CPU,coco_000000026926_car.jpg,0,,,0.36,33.13,33.49,29.86,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000030828_car.jpg,0,,,0.39,33.88,34.27,29.18,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000032941_bus_car.jpg,2,truck;car,0.613,0.32,30.69,31.01,32.24,emergency_stop,PERICOL CRITIC: unknown la distanță 0.87
vehicule,5.7.2,CPU,coco_000000033759_car_truck.jpg,0,,,0.31,29.23,29.53,33.86,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000033854_bus_car.jpg,1,bus,0.735,0.31,30.33,30.64,32.63,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000069213_motorcycle.jpg,0,,,0.35,30.27,30.62,32.65,emergency_stop,PERICOL CRITIC: person la distanță 1.00
vehicule,5.7.2,CPU,coco_000000072852_bicycle.jpg,0,,,0.32,30.79,31.11,32.15,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000074256_bus.jpg,0,,,0.31,33.15,33.45,29.89,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000076417_car_truck.jpg,0,,,0.32,30.7,31.01,32.24,emergency_stop,PERICOL CRITIC: unknown la distanță 1.00
vehicule,5.7.2,CPU,coco_000000076547_bicycle.jpg,1,bicycle,0.621,0.31,30.61,30.91,32.35,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000081394_car_motorcycle.jpg,1,truck,0.689,0.31,29.89,30.2,33.11,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000085376_car_motorcycle.jpg,2,car;truck,0.556,0.31,29.9,30.21,33.1,slow_down,Obstacol la distanță medie (balanced): vehicle
vehicule,5.7.2,CPU,coco_000000086483_car.jpg,0,,,0.35,32.96,33.31,30.02,slow_down,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000095843_bus.jpg,1,truck,0.607,0.36,29.75,30.11,33.21,slow_down,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000100274_car_truck.jpg,1,truck,0.514,0.35,31.25,31.6,31.64,continue,"Obstacol îndepărtat: vehicle, precauție"
vehicule,5.7.2,CPU,coco_000000102411_car_motorcycle.jpg,1,motorcycle,0.55,0.31,33.45,33.76,29.62,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000102805_car_truck.jpg,1,truck,0.491,0.31,30.06,30.37,32.93,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000105923_car.jpg,1,car,0.455,0.31,32.06,32.37,30.89,continue,"Obstacol îndepărtat: vehicle, precauție"
vehicule,5.7.2,CPU,coco_000000111086_car.jpg,0,,,0.32,29.96,30.28,33.03,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000122166_bicycle_car.jpg,1,truck,0.534,0.36,31.06,31.42,31.83,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000130386_bicycle_car.jpg,0,,,0.3,31.21,31.51,31.73,continue,"Drum liber, niciun obstacol detectat"
vehicule,5.7.2,CPU,coco_000000132375_bicycle.jpg,0,,,0.33,30.64,30.97,32.29,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000133819_bus.jpg,1,bus,0.628,0.32,29.75,30.07,33.26,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000136715_car_motorcycle.jpg,1,motorcycle,0.452,0.35,29.41,29.76,33.6,continue,"Drum liber, niciun obstacol detectat"
vehicule,5.7.2,CPU,coco_000000143931_bus.jpg,1,truck,0.5,0.31,30.18,30.49,32.8,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000146498_car.jpg,0,,,0.35,31.11,31.45,31.79,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000153011_bus_car.jpg,1,car,0.5,0.31,30.37,30.68,32.6,emergency_stop,PERICOL CRITIC: person la distanță 0.73
vehicule,5.7.2,CPU,coco_000000155341_car_truck.jpg,2,truck;truck,0.617,0.31,29.6,29.91,33.44,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000157928_car.jpg,0,,,0.33,31.61,31.94,31.31,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000158744_car.jpg,1,car,0.707,0.32,31.87,32.18,31.07,continue,"Drum liber, niciun obstacol detectat"
vehicule,5.7.2,CPU,coco_000000180878_car.jpg,0,,,0.31,30.62,30.93,32.33,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000190753_bicycle.jpg,0,,,0.33,29.37,29.71,33.66,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000192716_car.jpg,1,truck,0.504,0.33,30.7,31.03,32.23,stop,Semn STOP detectat (conf: 0.94)
vehicule,5.7.2,CPU,coco_000000198489_car.jpg,1,car,0.64,0.31,30.03,30.34,32.96,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000204186_motorcycle.jpg,1,motorcycle,0.61,0.31,33.98,34.29,29.16,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000204871_bus_car.jpg,1,car,0.636,0.36,32.58,32.93,30.36,stop,Oprire la semn STOP (0.1s/2.0s)
vehicule,5.7.2,CPU,coco_000000205647_truck.jpg,1,truck,0.91,0.32,30.04,30.36,32.93,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000213605_bus_car.jpg,2,bus;truck,0.749,0.33,32.67,32.99,30.31,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000231508_car.jpg,0,,,0.34,31.57,31.91,31.34,stop,Oprire la semn STOP (0.2s/2.0s)
vehicule,5.7.2,CPU,coco_000000235399_truck.jpg,0,,,0.32,30.45,30.77,32.5,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000245320_car.jpg,0,,,0.35,29.54,29.9,33.45,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000249219_bus.jpg,1,bus,0.734,0.32,30.18,30.5,32.79,stop,Oprire la semn STOP (0.3s/2.0s)
vehicule,5.7.2,CPU,coco_000000256941_bicycle.jpg,0,,,0.3,32.0,32.3,30.96,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000261888_bicycle.jpg,0,,,0.33,29.66,29.99,33.34,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000279714_car.jpg,1,car,0.888,0.31,29.61,29.93,33.42,stop,Oprire la semn STOP (0.4s/2.0s)
vehicule,5.7.2,CPU,coco_000000297022_truck.jpg,0,,,0.32,29.97,30.29,33.01,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000297562_car.jpg,0,,,0.31,30.38,30.68,32.59,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000303305_bus_car.jpg,2,bus;bus,0.704,0.35,32.75,33.1,30.21,stop,Oprire la semn STOP (0.5s/2.0s)
vehicule,5.7.2,CPU,coco_000000308531_car.jpg,0,,,0.32,34.06,34.38,29.09,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000312421_motorcycle.jpg,0,,,0.35,30.57,30.92,32.34,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000319534_bus.jpg,0,,,0.31,31.08,31.38,31.86,stop,Oprire la semn STOP (0.7s/2.0s)
vehicule,5.7.2,CPU,coco_000000322864_car.jpg,1,car,0.557,0.32,35.55,35.87,27.87,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000326627_car.jpg,2,car;car,0.589,0.31,30.95,31.25,32.0,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000335177_car_truck.jpg,1,truck,0.645,0.37,36.8,37.17,26.9,stop,Oprire la semn STOP (0.8s/2.0s)
vehicule,5.7.2,CPU,coco_000000338219_motorcycle.jpg,1,bicycle,0.561,0.31,35.04,35.35,28.29,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000338624_car.jpg,0,,,0.31,31.11,31.42,31.83,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000343561_bicycle.jpg,1,bicycle,0.578,0.38,30.59,30.97,32.29,stop,Oprire la semn STOP (0.9s/2.0s)
vehicule,5.7.2,CPU,coco_000000344888_car_truck.jpg,0,,,0.35,31.99,32.34,30.92,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000350003_bicycle_car.jpg,2,truck;car,0.62,0.31,31.85,32.16,31.09,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000357737_bicycle_car.jpg,2,truck;bicycle,0.601,0.33,32.42,32.75,30.54,stop,Oprire la semn STOP (1.0s/2.0s)
vehicule,5.7.2,CPU,coco_000000363188_car.jpg,0,,,0.35,30.01,30.36,32.94,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000365642_car.jpg,3,car;car;truck,0.52,0.31,38.86,39.18,25.53,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000372317_bus.jpg,1,bus,0.791,0.31,32.85,33.16,30.15,stop,Oprire la semn STOP (1.1s/2.0s)
vehicule,5.7.2,CPU,coco_000000374545_bicycle.jpg,0,,,0.31,31.04,31.35,31.9,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000383289_car.jpg,1,car,0.483,0.32,29.27,29.59,33.79,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000408120_car.jpg,0,,,0.31,30.76,31.07,32.19,stop,Oprire la semn STOP (1.2s/2.0s)
vehicule,5.7.2,CPU,coco_000000414133_car.jpg,0,,,0.32,29.91,30.22,33.09,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000417779_car.jpg,0,,,0.34,31.51,31.85,31.39,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000421455_car_truck.jpg,0,,,0.31,32.41,32.71,30.57,stop,Oprire la semn STOP (1.3s/2.0s)
vehicule,5.7.2,CPU,coco_000000426166_bicycle.jpg,1,bicycle,0.486,0.34,31.92,32.27,30.99,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000430073_motorcycle.jpg,0,,,0.35,30.8,31.16,32.1,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000439180_truck.jpg,0,,,0.31,29.79,30.1,33.22,stop,Oprire la semn STOP (1.5s/2.0s)
vehicule,5.7.2,CPU,coco_000000439854_bicycle.jpg,0,,,0.31,30.46,30.77,32.5,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000446206_bus.jpg,1,bus,0.908,0.32,32.36,32.68,30.6,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000449312_car.jpg,0,,,0.32,32.83,33.15,30.17,stop,Oprire la semn STOP (1.6s/2.0s)
vehicule,5.7.2,CPU,coco_000000452321_bus.jpg,2,bus;bus,0.726,0.37,32.7,33.07,30.24,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000454798_bus_truck.jpg,0,,,0.32,31.87,32.19,31.07,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000454978_motorcycle.jpg,1,motorcycle,0.599,0.32,30.16,30.47,32.82,stop,Oprire la semn STOP (1.7s/2.0s)
vehicule,5.7.2,CPU,coco_000000458702_car.jpg,0,,,0.31,31.12,31.43,31.82,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000462756_car_motorcycle.jpg,1,truck,0.584,0.34,31.36,31.71,31.54,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000464824_car.jpg,0,,,0.35,31.42,31.78,31.47,stop,Oprire la semn STOP (1.8s/2.0s)
vehicule,5.7.2,CPU,coco_000000465675_truck.jpg,0,,,0.35,30.82,31.17,32.09,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000468124_bus_car.jpg,1,bus,0.494,0.36,30.85,31.21,32.04,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000468332_car.jpg,0,,,0.31,32.31,32.62,30.66,stop,Oprire la semn STOP (1.9s/2.0s)
vehicule,5.7.2,CPU,coco_000000476119_car_truck.jpg,1,car,0.477,0.32,30.89,31.21,32.04,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000485237_car_truck.jpg,0,,,0.31,29.54,29.85,33.5,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000490936_bicycle_car.jpg,0,,,0.32,38.67,38.99,25.65,continue,"Drum liber, niciun obstacol detectat"
vehicule,5.7.2,CPU,coco_000000499622_motorcycle.jpg,0,,,0.37,32.22,32.59,30.69,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000523782_truck.jpg,1,truck,0.492,0.31,31.59,31.9,31.35,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000555050_car.jpg,1,car,0.899,0.31,30.38,30.69,32.59,continue,"Obstacol îndepărtat: traffic_sign, precauție"
vehicule,5.7.2,CPU,coco_000000563702_truck.jpg,1,truck,0.528,0.31,31.43,31.74,31.5,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000564336_car_truck.jpg,0,,,0.31,29.93,30.24,33.07,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000567640_car_truck.jpg,0,,,0.32,29.47,29.79,33.57,emergency_stop,PERICOL CRITIC: person la distanță 1.00
vehicule,5.7.2,CPU,coco_000000569030_car_truck.jpg,0,,,0.3,31.93,32.24,31.02,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000572956_motorcycle.jpg,2,motorcycle;motorcycle,0.503,0.35,32.02,32.37,30.89,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU,coco_000000574425_bus.jpg,0,,,0.35,31.12,31.47,31.78,emergency_stop,PERICOL CRITIC: unknown la distanță 1.00
vehicule,5.7.2,CPU+FPGA,coco_000000008899_bicycle.jpg,0,,,6080.85,67.26,6148.11,0.16,continue,"Obstacol îndepărtat: unknown, precauție"
vehicule,5.7.2,CPU+FPGA,coco_000000009891_car.jpg,1,truck,0.5,0.38,32.86,33.23,30.09,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000013348_truck.jpg,0,,,0.35,31.69,32.04,31.21,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000026204_bus_car.jpg,4,bus;car;truck;truck,0.639,0.31,32.6,32.91,30.39,stop,"Pericol înalt (balanced): vehicle, oprire preventivă"
vehicule,5.7.2,CPU+FPGA,coco_000000026926_car.jpg,0,,,0.31,32.39,32.71,30.57,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000030828_car.jpg,0,,,0.33,29.99,30.32,32.98,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000032941_bus_car.jpg,2,truck;car,0.613,0.32,32.1,32.42,30.85,emergency_stop,PERICOL CRITIC: unknown la distanță 0.87
vehicule,5.7.2,CPU+FPGA,coco_000000033759_car_truck.jpg,0,,,0.31,32.02,32.32,30.94,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000033854_bus_car.jpg,1,bus,0.735,0.36,31.36,31.72,31.53,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000069213_motorcycle.jpg,0,,,0.32,30.96,31.28,31.97,emergency_stop,PERICOL CRITIC: person la distanță 1.00
vehicule,5.7.2,CPU+FPGA,coco_000000072852_bicycle.jpg,0,,,0.32,31.11,31.43,31.82,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000074256_bus.jpg,0,,,0.32,33.23,33.56,29.8,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000076417_car_truck.jpg,0,,,0.35,30.78,31.13,32.12,emergency_stop,PERICOL CRITIC: unknown la distanță 1.00
vehicule,5.7.2,CPU+FPGA,coco_000000076547_bicycle.jpg,1,bicycle,0.621,0.35,33.25,33.6,29.76,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000081394_car_motorcycle.jpg,1,truck,0.689,0.37,31.18,31.54,31.7,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000085376_car_motorcycle.jpg,2,car;truck,0.556,0.33,32.51,32.84,30.45,slow_down,Obstacol la distanță medie (balanced): vehicle
vehicule,5.7.2,CPU+FPGA,coco_000000086483_car.jpg,0,,,0.31,29.77,30.08,33.24,slow_down,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000095843_bus.jpg,1,truck,0.607,0.37,33.69,34.06,29.36,slow_down,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000100274_car_truck.jpg,1,truck,0.514,0.32,34.5,34.82,28.72,continue,"Obstacol îndepărtat: vehicle, precauție"
vehicule,5.7.2,CPU+FPGA,coco_000000102411_car_motorcycle.jpg,1,motorcycle,0.55,0.37,33.56,33.93,29.47,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000102805_car_truck.jpg,1,truck,0.491,0.31,30.94,31.25,32.0,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000105923_car.jpg,1,car,0.455,0.32,30.71,31.02,32.24,continue,"Obstacol îndepărtat: vehicle, precauție"
vehicule,5.7.2,CPU+FPGA,coco_000000111086_car.jpg,0,,,0.32,32.32,32.63,30.64,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000122166_bicycle_car.jpg,1,truck,0.534,0.31,32.15,32.46,30.8,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000130386_bicycle_car.jpg,0,,,0.34,30.72,31.06,32.19,continue,"Drum liber, niciun obstacol detectat"
vehicule,5.7.2,CPU+FPGA,coco_000000132375_bicycle.jpg,0,,,0.32,34.49,34.81,28.73,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000133819_bus.jpg,1,bus,0.628,0.32,32.32,32.64,30.64,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000136715_car_motorcycle.jpg,1,motorcycle,0.452,0.31,30.03,30.34,32.95,continue,"Drum liber, niciun obstacol detectat"
vehicule,5.7.2,CPU+FPGA,coco_000000143931_bus.jpg,1,truck,0.5,0.31,29.76,30.06,33.26,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000146498_car.jpg,0,,,0.31,32.66,32.97,30.33,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000153011_bus_car.jpg,1,car,0.5,0.32,30.8,31.12,32.13,emergency_stop,PERICOL CRITIC: person la distanță 0.73
vehicule,5.7.2,CPU+FPGA,coco_000000155341_car_truck.jpg,2,truck;truck,0.617,0.31,31.21,31.51,31.73,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000157928_car.jpg,0,,,0.31,30.42,30.73,32.54,emergency_stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000158744_car.jpg,1,car,0.707,0.32,31.89,32.21,31.05,continue,"Drum liber, niciun obstacol detectat"
vehicule,5.7.2,CPU+FPGA,coco_000000180878_car.jpg,0,,,0.32,32.7,33.02,30.29,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000190753_bicycle.jpg,0,,,0.35,31.98,32.33,30.94,continue,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000192716_car.jpg,1,truck,0.504,0.35,30.49,30.85,32.42,stop,Semn STOP detectat (conf: 0.94)
vehicule,5.7.2,CPU+FPGA,coco_000000198489_car.jpg,1,car,0.64,0.31,30.64,30.95,32.31,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000204186_motorcycle.jpg,1,motorcycle,0.61,0.31,31.63,31.94,31.31,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000204871_bus_car.jpg,1,car,0.636,0.31,29.67,29.98,33.36,stop,Oprire la semn STOP (0.1s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000205647_truck.jpg,1,truck,0.91,0.32,30.73,31.05,32.2,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000213605_bus_car.jpg,2,bus;truck,0.749,0.31,31.8,32.12,31.13,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000231508_car.jpg,0,,,0.36,31.85,32.22,31.04,stop,Oprire la semn STOP (0.2s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000235399_truck.jpg,0,,,0.31,29.79,30.1,33.22,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000245320_car.jpg,0,,,0.31,30.27,30.58,32.7,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000249219_bus.jpg,1,bus,0.734,0.31,30.75,31.05,32.2,stop,Oprire la semn STOP (0.3s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000256941_bicycle.jpg,0,,,0.31,30.29,30.6,32.68,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000261888_bicycle.jpg,0,,,0.31,30.7,31.01,32.25,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000279714_car.jpg,1,car,0.888,0.31,30.31,30.62,32.66,stop,Oprire la semn STOP (0.4s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000297022_truck.jpg,0,,,0.33,32.27,32.6,30.68,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000297562_car.jpg,0,,,0.35,30.24,30.59,32.69,stop,Menținere decizie anterioară (reaction time)
vehicule,5.7.2,CPU+FPGA,coco_000000303305_bus_car.jpg,2,bus;bus,0.704,0.35,30.01,30.35,32.94,stop,Oprire la semn STOP (0.5s/2.0s)
vehicule,5.7.2,CPU+FPGA,coco_000000308531_car.jpg,0,,,0.31,29.97,30.28,33.03,stop,Menținere decizie anterioară (reaction time)
